id,review,sentiment,clean_review,token
963,"I think it is really watch works as expected, but could be better....",neutral,i think it is really watch works as expected but could be better,"['think', 'really', 'watch', 'works', 'expected', 'could', 'better']"
964,"Actually, this product is headphones is amazing <b>really amazing</b>!!! ❤️ https://example.com!!! 😍",positive,actually this product is headphones is amazing really amazing   ,"['actually', 'product', 'headphones', 'amazing', 'really', 'amazing']"
965,I think it is really watch is okay and works fine. More info: https://shop.example.com!!!,neutral,i think it is really watch is okay and works fine more into ,"['think', 'really', 'watch', 'okay', 'works', 'fine']"
966,I think it is really shirt is amazing <b>really amazing</b>!!! ❤️ <div>Customer review</div> More info: https://shop.example.com!!! 😍,positive,i think it is really shirt is amazing really amazing  customer review more into  ,"['think', 'really', 'shirt', 'amazing', 'really', 'amazing', 'customer', 'review']"
967,"To be honest, the book is broken and useless!!! <b>Good choice</b>!!! 😍",negative,to be honest the book is broken and useless good choice ,"['honest', 'book', 'broken', 'useless', 'good', 'choice']"
968,"I think it is really watch is not bad, but not amazing either. <div>Customer review</div>!!! 😍",neutral,i think it is really watch is not bad but not amazing either customer review ,"['think', 'really', 'watch', 'bad', 'amazing', 'either', 'customer', 'review']"
969,I think it is really camera is decent for the price. <span>Recommended</span> More info: https://shop.example.com.,neutral,i think it is really camera is decent for the price recommended more into ,"['think', 'really', 'camera', 'decent', 'price', 'recommended']"
970,In my opinion this is book is amazing <b>really amazing</b>!!! ❤️ More info: https://shop.example.com...,positive,in my opinion this is book is amazing really amazing  more into ,"['opinion', 'book', 'amazing', 'really', 'amazing']"
971,"To be honest, the camera is average, nothing special. <div>Customer review</div> Visit www.example.com...",neutral,to be honest the camera is average nothing special customer review visit ,"['honest', 'camera', 'average', 'nothing', 'special', 'customer', 'review', 'visit']"
972,"To be honest, the shoes is awfull and stopped working 😭 <div>Customer review</div> Visit www.example.com??",negative,to be honest the shoes is awful and stopped working  customer review visit ,"['honest', 'shoes', 'awful', 'stopped', 'working', 'customer', 'review', 'visit']"
973,"To be honest, the service works gr8 and I luv it 😊 <div>Customer review</div>!!! 😍",positive,to be honest the service works grm and i lui it  customer review ,"['honest', 'service', 'works', 'grm', 'lui', 'customer', 'review']"
974,"Well, I think the headphones is awsome and works perfectly 👍 Visit www.example.com!!!",positive,well i think the headphones is some and works perfectly  visit ,"['well', 'think', 'headphones', 'works', 'perfectly', 'visit']"
975,"To be honest, the shoes works gr8 and I luv it 😊 <b>Good choice</b> Visit www.example.com??",positive,to be honest the shoes works grm and i lui it  good choice visit ,"['honest', 'shoes', 'works', 'grm', 'lui', 'good', 'choice', 'visit']"
976,"Actually, this product is headphones is realy good!!! 😍 <b>Good choice</b> Visit www.example.com.",positive,actually this product is headphones is really good  good choice visit ,"['actually', 'product', 'headphones', 'really', 'good', 'good', 'choice', 'visit']"
977,"Well, I think the book is amazing <b>really amazing</b>!!! ❤️ <span>Recommended</span>!!! 😍",positive,well i think the book is amazing really amazing  recommended ,"['well', 'think', 'book', 'amazing', 'really', 'amazing', 'recommended']"
978,"Actually, this product is product has terrible quality <div>very disappointing</div> Visit www.example.com 😡!!!",negative,actually this product is product has terrible quality very disappointing visit  ,"['actually', 'product', 'product', 'terrible', 'quality', 'disappointing', 'visit']"
979,I think it is really book is awfull and stopped working 😭 <div>Customer review</div> https://example.com.,negative,i think it is really book is awful and stopped working  customer review ,"['think', 'really', 'book', 'awful', 'stopped', 'working', 'customer', 'review']"
980,"To be honest, the laptop is okay and works fine. https://example.com??",neutral,to be honest the lawton is okay and works fine ,"['honest', 'lawton', 'okay', 'works', 'fine']"
981,In my opinion this is book is awsome and works perfectly 👍 https://example.com 😡!!!,positive,in my opinion this is book is some and works perfectly   ,"['opinion', 'book', 'works', 'perfectly']"
982,"Actually, this product is camera works as expected, but could be better. <div>Customer review</div>!!!",neutral,actually this product is camera works as expected but could be better customer review,"['actually', 'product', 'camera', 'works', 'expected', 'could', 'better', 'customer', 'review']"
983,I think it is really shoes has terrible quality <div>very disappointing</div> <b>Good choice</b>!!!,negative,i think it is really shoes has terrible quality very disappointing good choice,"['think', 'really', 'shoes', 'terrible', 'quality', 'disappointing', 'good', 'choice']"
984,I think it is really watch was a horible purchase 😠 <div>Customer review</div> Visit www.example.com...,negative,i think it is really watch was a horrible purchase  customer review visit ,"['think', 'really', 'watch', 'horrible', 'purchase', 'customer', 'review', 'visit']"
985,"Actually, this product is headphones is realy good!!! 😍 More info: https://shop.example.com!!!",positive,actually this product is headphones is really good  more into ,"['actually', 'product', 'headphones', 'really', 'good']"
986,In my opinion this is shirt has terrible quality <div>very disappointing</div> <span>Recommended</span>!!!,negative,in my opinion this is shirt has terrible quality very disappointing recommended,"['opinion', 'shirt', 'terrible', 'quality', 'disappointing', 'recommended']"
987,"To be honest, the shoes is awfull and stopped working 😭 <span>Recommended</span> https://example.com.",negative,to be honest the shoes is awful and stopped working  recommended ,"['honest', 'shoes', 'awful', 'stopped', 'working', 'recommended']"
988,I think it is really laptop is realy bad!!! 😡 <span>Recommended</span> https://example.com.,negative,i think it is really lawton is really bad  recommended ,"['think', 'really', 'lawton', 'really', 'bad', 'recommended']"
989,In my opinion this is product is okay and works fine. <div>Customer review</div> https://example.com 😡!!!,neutral,in my opinion this is product is okay and works fine customer review  ,"['opinion', 'product', 'okay', 'works', 'fine', 'customer', 'review']"
990,"To be honest, the service has terrible quality <div>very disappointing</div> <span>Recommended</span> Visit www.example.com...",negative,to be honest the service has terrible quality very disappointing recommended visit ,"['honest', 'service', 'terrible', 'quality', 'disappointing', 'recommended', 'visit']"
991,"To be honest, the laptop is realy bad!!! 😡 <b>Good choice</b>!!!",negative,to be honest the lawton is really bad  good choice,"['honest', 'lawton', 'really', 'bad', 'good', 'choice']"
992,"Actually, this product is watch was a horible purchase 😠 <b>Good choice</b> More info: https://shop.example.com.",negative,actually this product is watch was a horrible purchase  good choice more into ,"['actually', 'product', 'watch', 'horrible', 'purchase', 'good', 'choice']"
993,"To be honest, the product is realy good!!! 😍 <b>Good choice</b> More info: https://shop.example.com??",positive,to be honest the product is really good  good choice more into ,"['honest', 'product', 'really', 'good', 'good', 'choice']"
994,"To be honest, the headphones is realy good!!! 😍 https://example.com??",positive,to be honest the headphones is really good  ,"['honest', 'headphones', 'really', 'good']"
995,"I think it is really product is not bad, but not amazing either. <span>Recommended</span> Visit www.example.com??",neutral,i think it is really product is not bad but not amazing either recommended visit ,"['think', 'really', 'product', 'bad', 'amazing', 'either', 'recommended', 'visit']"
996,I think it is really product is broken and useless!!! <b>Good choice</b> Visit www.example.com!!!,negative,i think it is really product is broken and useless good choice visit ,"['think', 'really', 'product', 'broken', 'useless', 'good', 'choice', 'visit']"
997,"To be honest, the phone works gr8 and I luv it 😊 More info: https://shop.example.com.",positive,to be honest the phone works grm and i lui it  more into ,"['honest', 'phone', 'works', 'grm', 'lui']"
998,"Actually, this product is service works as expected, but could be better. <span>Recommended</span>...",neutral,actually this product is service works as expected but could be better recommended,"['actually', 'product', 'service', 'works', 'expected', 'could', 'better', 'recommended']"
